id_entidad; tipo_sujeto; estilo_nombre; tratamiento; primer_nombre; segundo_nombre; primer_apellido; sufijo; suscripcion_email; info_contacto_extra; datos_demograficos; guid_fila; fecha_modificacion
11;EM;False;;Ovidiu;V;Cracium;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{D2CC2577-EF6B-4408-BD8C-747337FE5645};2010-11-28 00:00:00
12;EM;False;;Thierry;B;D'Hers;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{FA263C7F-600D-4E89-8DCD-0978F3530F5F};2007-12-04 00:00:00
13;EM;False;Ms.;Janice;M;Galvin;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{34EB99E0-7042-4DC1-A2FD-BDA290FF0E07};2010-12-16 00:00:00
14;EM;False;;Michael;I;Sullivan;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{9A7501DE-5CAF-4700-AB07-CC81102BB696};2010-12-23 00:00:00
15;EM;False;;Sharon;B;Salavaria;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{BEBA63CB-13F1-4B76-A3DE-FE9AC283A94C};2011-01-11 00:00:00
16;EM;False;;David;M;Bradley;;1;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{2CC8BA72-5DBB-497F-B941-775517993638};2007-12-13 00:00:00
17;EM;False;;Kevin;F;Brown;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{9EE4713E-B3D8-4409-BC5E-DEC62497F43A};2007-01-19 00:00:00
18;EM;False;;John;L;Wood;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{FE21BDA7-9327-4D13-89CC-8CA5CEE8F21E};2011-01-31 00:00:00
19;EM;False;;Mary;A;Dempsey;;1;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{36F04305-6769-4E61-9143-048B2B7AFA20};2011-02-07 00:00:00
20;EM;False;;Wanida;M;Benshoof;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{1E7E56F4-A583-4E3F-A3FE-BA8A71096D10};2010-12-31 00:00:00
21;EM;False;;Terry;J;Eminhizer;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{6A288FE0-D9CB-4DA2-BEEA-51370220490C};2009-02-23 00:00:00
22;EM;False;;Sariya;E;Harnpadoungsataya;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{276E0EB5-0CE7-443F-987F-B7EF293C0930};2008-12-05 00:00:00
23;EM;False;;Mary;E;Gibson;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{B10CF8EB-5589-4A81-B1BD-051C5759CE06};2009-01-05 00:00:00
24;EM;False;Ms.;Jill;A;Williams;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{3F605060-96AD-4201-9BE2-BFE7A3C4E468};2009-01-11 00:00:00
25;EM;False;;James;R;Hamilton;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{423FE59B-7975-4A7E-B8D2-87105C286D4C};2009-01-27 00:00:00
26;EM;False;;Peter;J;Krebs;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{6F32F507-290E-4A96-A045-F445EAE4337F};2008-11-24 00:00:00
27;EM;False;;Jo;A;Brown;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{EDD8ADD6-F7FD-4086-BFDC-B4FD3E6AD8D7};2008-02-20 00:00:00
28;EM;False;;Guy;R;Gilbert;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{D366A33A-8EDE-42BD-BF79-3E7FB9713FE1};2006-06-23 00:00:00
29;EM;False;;Mark;K;McArthur;;1;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{667FA3BA-B877-4BCC-A752-E461040E2DDD};2009-01-16 00:00:00
30;EM;False;;Britta;L;Simon;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{5090C9A8-E39E-4A4D-9133-14E7CF07998B};2009-01-22 00:00:00
31;EM;False;;Margie;W;Shoop;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{5EA8A3DA-7BEA-4ADC-85F5-C934E2033825};2008-12-28 00:00:00
32;EM;False;;Rebecca;A;Laszlo;;1;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{686BD5AF-6F30-4633-944B-3C1916CB4CA2};2008-12-22 00:00:00
33;EM;False;;Annik;O;Stahl;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{BFA2BDC8-208A-447B-8A4E-72A215E9E134};2008-12-10 00:00:00
34;EM;False;;Suchitra;O;Mohan;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{7E239D8B-00BF-42D6-AC6B-4EA718DBC2B3};2009-02-09 00:00:00
35;EM;False;;Brandon;G;Heidepriem;;1;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{4CC8EDC2-5502-4550-8089-9B3CC6006490};2009-02-01 00:00:00
36;EM;False;;Jose;R;Lugo;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{54655E98-B81A-4041-8FA4-9349C018521F};2009-02-03 00:00:00
37;EM;False;;Chris;O;Okelberry;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{5B16CA18-703B-48E8-AB3E-CA158C854808};2009-02-28 00:00:00
38;EM;False;;Kim;B;Abercrombie;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{9A2163B3-2F4D-4F9A-91BD-07D326140F9C};2010-01-09 00:00:00
39;EM;False;;Ed;R;Dudenhoefer;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{83C88383-9C3E-42C5-AE09-965B5F9EF5B1};2010-01-29 00:00:00
40;EM;False;;JoLynn;M;Dobney;;1;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{E8E5C9DA-F808-4439-BF5C-B28236BB8467};2007-12-19 00:00:00
41;EM;False;;Bryan;;Baker;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{A32E8274-08DC-4596-AB1F-BA6263CBC676};2009-01-14 00:00:00
42;EM;False;;James;D;Kramer;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{F4F040E0-02A0-4905-B964-2E894D0F0B94};2008-12-20 00:00:00
43;EM;False;;Nancy;A;Anderson;;1;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{0681C8F9-D2EC-47D9-9BD4-751B14EAED50};2008-12-26 00:00:00
44;EM;False;;Simon;D;Rapier;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{FF8EDBFC-A9A3-4C5D-8AFF-DF4D6F18DAFF};2008-12-01 00:00:00
45;EM;False;;Thomas;R;Michaels;;1;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{2CAF9ADC-7A33-48CF-B4B7-3C57D9DE39C4};2009-02-19 00:00:00
46;EM;False;;Eugene;O;Kogan;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{FB0068EA-49D4-4E82-9895-2680CF59385E};2009-02-01 00:00:00
47;EM;False;;Andrew;R;Hill;;1;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{B6439F4F-E57D-4293-B0C8-8919591055A3};2009-02-15 00:00:00
48;EM;False;;Ruth;Ann;Ellerbrock;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{9BE35B50-2024-4785-9393-7C7AB8D9634D};2007-12-30 00:00:00
49;EM;False;;Barry;K;Johnson;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{CB28BE2E-DE93-4409-BACE-DF6042D04815};2013-11-29 00:00:00
50;EM;False;;Sidney;M;Higa;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{A20BB9F5-3BBB-4AB6-9BFA-6AED32C30204};2008-01-26 00:00:00
51;EM;False;;Jeffrey;L;Ford;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{293DF609-2FA3-4C00-A891-ACE08661FE70};2008-02-13 00:00:00
52;EM;False;;Doris;M;Hartwig;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{075AB67F-BFBD-4433-B33E-C65B2C045B6B};2014-01-31 00:00:00
53;EM;False;;Diane;R;Glimp;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{9EA27F41-36BB-4456-A506-2B87C416FB0C};2008-03-21 00:00:00
54;EM;False;;Bonnie;N;Kearney;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{AB066D28-404A-436E-A17A-789D7F2638D3};2009-12-25 00:00:00
55;EM;False;;Taylor;R;Maxwell;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{9F81714B-0C9C-43C3-8DF5-180CB0A42D40};2013-12-31 00:00:00
56;EM;False;;Denise;H;Smith;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{77F4AC33-E165-49D7-BC6A-F3C2DC069C9B};2009-01-29 00:00:00
57;EM;False;;Frank;T;Miller;;1;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{05516FB2-586E-43F5-A87C-5E236F8DB8AD};2009-02-16 00:00:00
58;EM;False;;Kendall;C;Keil;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{CA8D648A-166B-4D61-9AE0-A0B1FFECFB1B};2008-11-28 00:00:00
59;EM;False;;Bob;N;Hohman;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{6384295C-C932-47C0-8E97-71D94F83CD31};2008-12-17 00:00:00
60;EM;False;;Pete;C;Male;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{0AEB5713-8BB0-4B8D-BF81-777158E5FF09};2009-01-04 00:00:00
61;EM;False;;Diane;H;Tibbott;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{E054FFC1-258C-4DA4-B2C1-40E155F4C88B};2009-01-11 00:00:00
62;EM;False;;John;T;Campbell;;1;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{F5A4CC1B-AEFA-46CA-8888-2CA1C6D4034B};2014-02-07 00:00:00
63;EM;False;;Maciej;W;Dusza;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{611D56EB-C29D-4F90-A5C6-1B3B2D44E5F8};2010-01-22 00:00:00
64;EM;False;;Michael;J;Zwilling;;1;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{DCC5AA7B-C09A-47A5-86A2-90D88191EBE6};2010-02-16 00:00:00
65;EM;False;;Randy;T;Reeves;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{D988D8E0-C335-4F4C-9ED9-199FEB7FD4A7};2010-02-16 00:00:00
66;EM;False;;Karan;R;Khanna;;1;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{58C97993-7491-49EE-BFDD-CD80CE2C922A};2009-12-15 00:00:00
67;EM;False;;Jay;G;Adams;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{2FE289A7-CE57-49E5-BE61-3E6580D22EA6};2009-02-26 00:00:00
68;EM;False;;Charles;B;Fitzgerald;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{1E7CD457-A854-4D68-ACFB-3D752EEBD231};2009-11-26 00:00:00
69;EM;False;;Steve;F;Masters;;1;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{85F55758-54C4-4048-ACBE-BD9515669122};2009-02-08 00:00:00
70;EM;False;;David;J;Ortiz;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{60245B9F-EABD-48CF-9FA9-C5DD48BCB3DF};2008-12-08 00:00:00
71;EM;False;;Michael;Sean;Ray;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{CA42A0B4-C068-4C75-A8A3-DE8953760927};2009-02-08 00:00:00
72;EM;False;;Steven;T;Selikoff;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{7455FEFF-9238-4C29-819F-A4DF6508C0F8};2008-11-24 00:00:00
73;EM;False;;Carole;M;Poland;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{4EE4FAF4-9C85-4022-B07F-956F1C5595D5};2008-12-12 00:00:00
74;EM;False;;Bjorn;M;Rettig;;1;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{056617D9-E65F-41C7-98AF-9C14C4569652};2008-12-31 00:00:00
75;EM;False;;Michiko;F;Osada;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{670CE5A5-2B86-4AD7-AEF5-DF2AAAC4A6AB};2009-01-19 00:00:00
76;EM;False;;Carol;M;Philips;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{7AC771B3-347A-49FA-9298-487B02FA359D};2009-02-05 00:00:00
77;EM;False;;Merav;A;Netz;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{F9427582-FD1B-45DE-922D-2C2C58CEA0F7};2009-02-24 00:00:00
78;EM;False;;Reuben;H;D'sa;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{AEBEAA5B-D861-4703-A959-6D0F6F4CDF74};2008-12-08 00:00:00
79;EM;False;;Eric;L;Brown;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{D0EFAF3A-04DC-442F-9AA1-926C38105241};2010-01-17 00:00:00
80;EM;False;;Sandeep;P;Kaliyath;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{7E5B79F9-5B7A-41DC-850F-23B4764B5161};2010-01-10 00:00:00
81;EM;False;;Mihail;U;Frintu;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{1062CA88-998C-472C-8BD5-9F3D4BC4D2FB};2009-12-22 00:00:00
82;EM;False;;Jack;T;Creasey;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{ED8B39AF-5DA5-405F-8C38-A6C3AC25CA1B};2010-02-24 00:00:00
83;EM;False;;Patrick;M;Cook;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{F03E1512-0DC2-4329-8F21-6C5DBB9996F3};2010-02-05 00:00:00
84;EM;False;;Frank;R;Martinez;;1;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{B66AB99E-691C-4CAC-B62D-579816800BFA};2010-01-29 00:00:00
85;EM;False;;Brian;Richard;Goldstein;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{61CE0232-4144-48AE-BA3B-1D509505F106};2009-12-04 00:00:00
86;EM;False;;Ryan;L;Cornelsen;;2;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{0E3F7512-87A6-4C0D-9E02-30919A75BF60};2008-12-29 00:00:00
87;EM;False;;Cristian;K;Petculescu;;1;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{45FE0378-ED23-4D24-A5F5-11B10B402980};2008-12-15 00:00:00
88;EM;False;;Betsy;A;Stadick;;0;;<IndividualSurvey xmlns="http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey"><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>;{C214AB1E-A07E-4A62-9033-19DDE0DE1937};2009-12-11 00:00:00
